user_id,transaction_time,amount_eur,category,merchant_country,transaction_type
242,2024-08-12 02:48:17,67.1,Groceries,ES,TRANSFER
242,2024-11-06 01:49:17,18.06,Online Shopping,FR,ATM_WITHDRAWAL
242,2024-11-01 03:55:17,12.44,Restaurants,UK,ATM_WITHDRAWAL
242,2024-10-12 00:18:17,8.78,Restaurants,DE,ATM_WITHDRAWAL
242,2024-10-28 17:08:17,12.95,Online Shopping,DE,ATM_WITHDRAWAL
242,2024-09-28 18:44:17,19.69,Subscriptions,UK,ATM_WITHDRAWAL
242,2024-09-23 15:05:17,58.95,Transport,FR,CARD_PAYMENT
242,2024-10-07 14:58:17,14.72,Subscriptions,AT,CARD_PAYMENT
242,2024-09-15 12:31:17,22.97,Transport,AT,CARD_PAYMENT
242,2024-08-09 03:06:17,19.89,Travel,IT,ATM_WITHDRAWAL
242,2024-08-31 23:05:17,40.98,Groceries,IT,TRANSFER
242,2024-10-03 17:42:17,91.48,Groceries,AT,TRANSFER
242,2024-09-30 04:09:17,14.61,Travel,ES,CARD_PAYMENT
242,2024-11-02 23:28:17,14.97,Groceries,FR,CARD_PAYMENT
242,2024-10-15 19:00:17,37.58,Groceries,FR,ATM_WITHDRAWAL
242,2024-08-29 20:45:17,30.24,Travel,IT,CARD_PAYMENT
242,2024-08-24 02:11:17,60.83,Subscriptions,DE,CARD_PAYMENT
243,2024-04-27 18:08:30,28.51,Travel,DE,ATM_WITHDRAWAL
243,2024-04-06 06:27:30,16.19,Transport,FR,ATM_WITHDRAWAL
243,2024-04-24 06:07:30,28.63,Restaurants,UK,TRANSFER
243,2024-06-19 08:29:30,39.06,Transport,AT,CARD_PAYMENT
243,2024-05-08 15:18:30,32.86,Groceries,IT,TRANSFER
244,2025-01-19 14:31:06,27.23,Groceries,IT,CARD_PAYMENT
244,2025-01-21 13:38:06,38.09,Subscriptions,AT,ATM_WITHDRAWAL
244,2025-01-14 12:40:06,40.51,Online Shopping,DE,CARD_PAYMENT
244,2025-03-13 19:54:06,46.03,Travel,DE,CARD_PAYMENT
249,2024-10-26 19:20:59,29.64,Groceries,ES,ATM_WITHDRAWAL
249,2024-10-31 08:33:59,18.17,Groceries,DE,TRANSFER
249,2024-08-27 02:50:59,21.93,Groceries,UK,CARD_PAYMENT
249,2024-11-12 10:10:59,41.43,Subscriptions,UK,CARD_PAYMENT
249,2024-10-02 02:59:59,12.3,Travel,UK,CARD_PAYMENT
249,2024-10-29 03:36:59,25.06,Subscriptions,UK,ATM_WITHDRAWAL
249,2024-10-24 19:19:59,15.86,Online Shopping,FR,ATM_WITHDRAWAL
249,2024-11-13 04:44:59,20.43,Travel,AT,CARD_PAYMENT
249,2024-09-04 22:14:59,43.25,Travel,IT,TRANSFER
249,2024-11-11 07:58:59,22.53,Groceries,FR,CARD_PAYMENT
249,2024-10-08 17:20:59,20.65,Travel,IT,TRANSFER
249,2024-08-28 23:20:59,8.88,Restaurants,FR,TRANSFER
251,2024-11-25 04:46:20,31.43,Travel,IT,TRANSFER
251,2024-12-22 14:46:20,29.59,Restaurants,IT,ATM_WITHDRAWAL
251,2025-01-12 01:52:20,73.55,Groceries,UK,ATM_WITHDRAWAL
251,2025-01-05 17:14:20,16.7,Transport,FR,ATM_WITHDRAWAL
252,2025-02-14 19:31:39,22.91,Restaurants,ES,TRANSFER
255,2025-02-27 04:53:20,23.33,Transport,DE,TRANSFER
255,2025-02-16 13:15:20,51.75,Online Shopping,AT,ATM_WITHDRAWAL
257,2024-07-11 06:02:59,18.97,Online Shopping,UK,ATM_WITHDRAWAL
257,2024-08-05 23:32:59,23.75,Groceries,FR,ATM_WITHDRAWAL
257,2024-06-29 13:13:59,28.93,Online Shopping,AT,CARD_PAYMENT
257,2024-08-03 20:43:59,22.47,Travel,AT,ATM_WITHDRAWAL
257,2024-08-25 16:54:59,15.37,Groceries,DE,ATM_WITHDRAWAL
257,2024-07-09 19:44:59,22.57,Groceries,ES,ATM_WITHDRAWAL
257,2024-07-05 14:24:59,38.25,Subscriptions,FR,TRANSFER
257,2024-08-28 03:33:59,10.85,Subscriptions,ES,ATM_WITHDRAWAL
257,2024-07-18 07:15:59,21.75,Transport,FR,ATM_WITHDRAWAL
257,2024-07-04 09:05:59,13.2,Groceries,ES,ATM_WITHDRAWAL
257,2024-09-05 04:21:59,41.14,Restaurants,IT,CARD_PAYMENT
257,2024-07-13 04:00:59,8.05,Restaurants,UK,TRANSFER
257,2024-06-10 23:09:59,14.36,Transport,AT,ATM_WITHDRAWAL
257,2024-09-09 02:22:59,25.19,Transport,AT,TRANSFER
257,2024-07-23 09:44:59,51.38,Restaurants,FR,TRANSFER
259,2024-05-14 16:28:38,19.31,Transport,ES,CARD_PAYMENT
259,2024-05-23 06:45:38,14.39,Online Shopping,ES,ATM_WITHDRAWAL
259,2024-04-05 06:21:38,62.1,Transport,DE,ATM_WITHDRAWAL
259,2024-05-31 02:54:38,8.42,Restaurants,DE,CARD_PAYMENT
259,2024-06-27 05:44:38,5.37,Travel,UK,TRANSFER
259,2024-06-19 10:45:38,26.15,Transport,DE,CARD_PAYMENT
259,2024-04-14 11:48:38,14.86,Subscriptions,ES,CARD_PAYMENT
259,2024-06-10 14:01:38,10.88,Restaurants,AT,ATM_WITHDRAWAL
259,2024-04-06 05:35:38,30.72,Travel,FR,ATM_WITHDRAWAL
259,2024-04-28 00:22:38,23.25,Travel,ES,CARD_PAYMENT
259,2024-05-30 06:12:38,14.32,Groceries,FR,ATM_WITHDRAWAL
262,2024-09-07 14:24:29,9.32,Groceries,FR,ATM_WITHDRAWAL
262,2024-11-12 10:08:29,33.9,Groceries,UK,TRANSFER
262,2024-10-05 00:15:29,29.67,Restaurants,FR,ATM_WITHDRAWAL
262,2024-11-20 11:15:29,18.93,Online Shopping,AT,ATM_WITHDRAWAL
262,2024-10-02 08:24:29,60.82,Transport,AT,CARD_PAYMENT
270,2024-11-23 16:32:40,10.57,Groceries,DE,CARD_PAYMENT
270,2024-09-21 18:35:40,8.04,Groceries,IT,TRANSFER
270,2024-09-22 07:56:40,13.26,Travel,DE,TRANSFER
270,2024-10-17 11:32:40,19.54,Transport,ES,CARD_PAYMENT
270,2024-11-18 00:56:40,23.24,Online Shopping,AT,TRANSFER
270,2024-09-23 04:23:40,17.38,Groceries,IT,CARD_PAYMENT
270,2024-10-10 00:10:40,24.81,Subscriptions,UK,ATM_WITHDRAWAL
270,2024-09-28 17:10:40,9.48,Restaurants,DE,ATM_WITHDRAWAL
270,2024-11-04 03:25:40,47.76,Transport,IT,ATM_WITHDRAWAL
270,2024-09-24 21:51:40,19.12,Subscriptions,UK,ATM_WITHDRAWAL
271,2024-05-30 07:08:00,39.27,Restaurants,DE,CARD_PAYMENT
271,2024-04-21 21:39:00,24.67,Subscriptions,DE,CARD_PAYMENT
271,2024-04-14 12:44:00,26.42,Online Shopping,IT,TRANSFER
271,2024-05-15 01:48:00,28.27,Travel,AT,ATM_WITHDRAWAL
271,2024-04-27 22:46:00,26.28,Transport,FR,TRANSFER
271,2024-04-21 18:16:00,29.54,Online Shopping,AT,TRANSFER
271,2024-04-01 06:54:00,44.59,Transport,UK,CARD_PAYMENT
271,2024-06-11 06:53:00,22.6,Subscriptions,AT,CARD_PAYMENT
271,2024-06-10 01:19:00,30.74,Online Shopping,FR,ATM_WITHDRAWAL
271,2024-05-09 21:31:00,19.03,Groceries,UK,CARD_PAYMENT
271,2024-06-09 01:59:00,47.66,Subscriptions,FR,CARD_PAYMENT
271,2024-04-01 10:49:00,13.39,Travel,DE,TRANSFER
271,2024-03-28 09:49:00,59.18,Subscriptions,UK,ATM_WITHDRAWAL
271,2024-05-25 11:47:00,19.61,Online Shopping,IT,CARD_PAYMENT
271,2024-06-03 11:57:00,8.51,Restaurants,DE,CARD_PAYMENT
276,2024-04-22 22:02:27,21.69,Travel,IT,ATM_WITHDRAWAL
276,2024-02-24 13:51:27,13.35,Subscriptions,FR,TRANSFER
276,2024-04-15 07:38:27,33.26,Transport,DE,CARD_PAYMENT
276,2024-03-11 07:26:27,13.58,Subscriptions,FR,CARD_PAYMENT
276,2024-04-30 12:48:27,15.37,Travel,DE,CARD_PAYMENT
276,2024-03-09 13:35:27,6.46,Subscriptions,ES,TRANSFER
276,2024-03-28 22:45:27,15.31,Travel,UK,ATM_WITHDRAWAL
276,2024-03-20 17:39:27,4.69,Groceries,AT,ATM_WITHDRAWAL
276,2024-03-11 21:21:27,7.77,Transport,DE,CARD_PAYMENT
276,2024-02-26 01:39:27,31.7,Subscriptions,DE,ATM_WITHDRAWAL
276,2024-04-04 09:03:27,32.18,Travel,ES,TRANSFER
276,2024-05-20 05:44:27,25.93,Restaurants,IT,TRANSFER
276,2024-03-01 07:44:27,11.24,Restaurants,UK,ATM_WITHDRAWAL
277,2024-03-29 04:00:44,19.52,Travel,DE,CARD_PAYMENT
277,2024-04-11 09:18:44,20.04,Subscriptions,UK,CARD_PAYMENT
277,2024-04-12 13:31:44,10.02,Travel,DE,TRANSFER
277,2024-04-13 05:07:44,49.5,Transport,ES,CARD_PAYMENT
277,2024-03-23 22:12:44,34.0,Travel,DE,CARD_PAYMENT
277,2024-02-21 18:23:44,17.59,Transport,IT,CARD_PAYMENT
277,2024-03-30 03:05:44,20.41,Restaurants,IT,ATM_WITHDRAWAL
277,2024-03-31 01:01:44,22.76,Restaurants,FR,ATM_WITHDRAWAL
277,2024-03-09 03:37:44,5.9,Groceries,DE,ATM_WITHDRAWAL
277,2024-03-04 00:34:44,17.32,Transport,UK,CARD_PAYMENT
277,2024-03-12 07:43:44,13.34,Transport,IT,ATM_WITHDRAWAL
277,2024-03-21 04:12:44,11.01,Travel,FR,ATM_WITHDRAWAL
277,2024-03-14 09:05:44,16.97,Online Shopping,ES,ATM_WITHDRAWAL
277,2024-04-25 05:34:44,59.06,Restaurants,DE,ATM_WITHDRAWAL
277,2024-04-23 00:51:44,29.5,Subscriptions,UK,CARD_PAYMENT
277,2024-02-12 01:30:44,14.26,Online Shopping,IT,CARD_PAYMENT
277,2024-03-20 15:13:44,28.32,Online Shopping,ES,CARD_PAYMENT
278,2024-10-10 15:24:15,46.51,Restaurants,IT,CARD_PAYMENT
278,2024-10-21 15:58:15,34.98,Online Shopping,FR,TRANSFER
278,2024-10-31 17:47:15,20.82,Travel,DE,TRANSFER
278,2024-10-09 11:38:15,13.62,Groceries,ES,ATM_WITHDRAWAL
278,2024-11-11 19:01:15,30.54,Transport,IT,ATM_WITHDRAWAL
278,2024-09-15 14:09:15,25.43,Restaurants,ES,CARD_PAYMENT
278,2024-10-07 02:35:15,34.37,Subscriptions,UK,CARD_PAYMENT
278,2024-09-21 16:41:15,29.4,Restaurants,UK,ATM_WITHDRAWAL
278,2024-10-28 06:26:15,37.7,Subscriptions,IT,TRANSFER
278,2024-11-26 11:52:15,14.57,Transport,UK,ATM_WITHDRAWAL
278,2024-11-10 03:29:15,44.28,Restaurants,UK,CARD_PAYMENT
278,2024-11-03 21:36:15,22.61,Subscriptions,IT,CARD_PAYMENT
278,2024-10-26 12:29:15,69.77,Restaurants,DE,TRANSFER
278,2024-11-16 05:44:15,13.28,Restaurants,AT,ATM_WITHDRAWAL
278,2024-10-26 06:37:15,56.92,Subscriptions,DE,CARD_PAYMENT
278,2024-09-23 02:50:15,22.62,Subscriptions,IT,CARD_PAYMENT
278,2024-11-25 13:34:15,13.59,Travel,IT,TRANSFER
278,2024-10-02 22:28:15,15.02,Groceries,IT,ATM_WITHDRAWAL
280,2024-10-22 13:51:16,16.57,Restaurants,FR,TRANSFER
280,2024-11-18 23:16:16,25.91,Restaurants,ES,ATM_WITHDRAWAL
280,2024-11-15 00:30:16,27.49,Groceries,AT,CARD_PAYMENT
280,2024-11-09 01:17:16,14.24,Groceries,IT,TRANSFER
280,2024-12-26 10:20:16,19.79,Travel,UK,CARD_PAYMENT
280,2024-12-09 09:00:16,72.63,Travel,DE,CARD_PAYMENT
280,2024-11-17 14:48:16,56.63,Online Shopping,IT,TRANSFER
280,2024-12-08 01:08:16,26.1,Travel,DE,TRANSFER
280,2024-12-29 21:01:16,20.55,Online Shopping,FR,TRANSFER
280,2025-01-10 03:17:16,21.59,Subscriptions,DE,ATM_WITHDRAWAL
280,2024-10-22 11:49:16,29.02,Subscriptions,IT,ATM_WITHDRAWAL
280,2025-01-06 10:07:16,10.87,Online Shopping,ES,CARD_PAYMENT
280,2024-10-24 19:33:16,17.21,Transport,FR,ATM_WITHDRAWAL
280,2025-01-01 02:08:16,7.38,Groceries,DE,CARD_PAYMENT
280,2024-11-23 21:35:16,25.52,Transport,AT,TRANSFER
281,2024-11-08 20:59:45,29.62,Transport,UK,ATM_WITHDRAWAL
282,2025-02-02 16:34:11,15.03,Groceries,ES,CARD_PAYMENT
282,2024-12-03 12:31:11,51.64,Subscriptions,ES,TRANSFER
282,2025-01-25 19:52:11,9.63,Transport,UK,TRANSFER
282,2024-11-13 20:44:11,8.34,Transport,AT,ATM_WITHDRAWAL
282,2024-12-05 20:49:11,22.98,Transport,FR,ATM_WITHDRAWAL
282,2025-01-10 06:15:11,37.65,Groceries,IT,CARD_PAYMENT
282,2024-12-18 01:10:11,55.17,Travel,IT,TRANSFER
282,2024-11-19 04:01:11,15.25,Travel,IT,CARD_PAYMENT
282,2025-01-06 05:14:11,38.37,Online Shopping,UK,ATM_WITHDRAWAL
282,2025-01-08 20:21:11,19.63,Restaurants,AT,TRANSFER
282,2025-01-25 19:03:11,18.11,Groceries,FR,TRANSFER
282,2024-12-16 07:40:11,34.13,Transport,FR,CARD_PAYMENT
282,2025-01-07 10:02:11,29.71,Travel,UK,CARD_PAYMENT
282,2024-11-17 15:24:11,7.8,Groceries,DE,ATM_WITHDRAWAL
282,2025-01-28 22:09:11,48.71,Online Shopping,ES,TRANSFER
282,2025-02-02 13:43:11,45.97,Subscriptions,IT,CARD_PAYMENT
282,2025-01-06 18:36:11,13.8,Groceries,FR,CARD_PAYMENT
283,2024-12-04 20:34:33,25.47,Online Shopping,AT,CARD_PAYMENT
283,2024-12-22 22:24:33,27.02,Online Shopping,FR,ATM_WITHDRAWAL
283,2024-11-25 22:41:33,23.49,Subscriptions,IT,TRANSFER
283,2024-11-06 01:34:33,14.44,Restaurants,DE,ATM_WITHDRAWAL
283,2024-10-19 19:10:33,13.42,Groceries,IT,ATM_WITHDRAWAL
283,2024-10-14 14:16:33,19.78,Travel,DE,ATM_WITHDRAWAL
283,2024-11-04 11:38:33,40.59,Transport,IT,TRANSFER
283,2024-10-19 22:59:33,27.83,Transport,FR,ATM_WITHDRAWAL
283,2024-12-06 08:02:33,16.08,Travel,UK,CARD_PAYMENT
283,2024-11-26 11:05:33,31.91,Restaurants,ES,TRANSFER
283,2024-12-25 20:17:33,3.64,Restaurants,UK,CARD_PAYMENT
283,2024-11-29 16:34:33,40.02,Subscriptions,DE,CARD_PAYMENT
283,2024-12-10 02:49:33,7.07,Online Shopping,UK,TRANSFER
284,2024-05-23 18:19:27,16.16,Online Shopping,FR,TRANSFER
284,2024-05-17 05:49:27,10.26,Restaurants,AT,CARD_PAYMENT
284,2024-03-15 14:21:27,9.24,Travel,UK,CARD_PAYMENT
284,2024-04-05 00:57:27,40.31,Restaurants,FR,ATM_WITHDRAWAL
284,2024-05-10 05:24:27,15.17,Travel,IT,CARD_PAYMENT
284,2024-04-16 19:59:27,24.73,Groceries,IT,ATM_WITHDRAWAL
284,2024-06-13 11:16:27,19.53,Restaurants,UK,CARD_PAYMENT
284,2024-05-20 21:50:27,26.74,Transport,FR,CARD_PAYMENT
284,2024-04-14 09:20:27,21.03,Travel,FR,CARD_PAYMENT
284,2024-03-16 03:27:27,9.3,Travel,FR,CARD_PAYMENT
284,2024-03-17 06:59:27,36.52,Online Shopping,DE,TRANSFER
290,2024-12-15 09:58:02,14.94,Transport,DE,ATM_WITHDRAWAL
290,2024-12-16 16:31:02,7.89,Subscriptions,FR,TRANSFER
290,2025-02-02 06:10:02,15.54,Restaurants,AT,TRANSFER
290,2024-12-06 17:09:02,49.42,Online Shopping,AT,CARD_PAYMENT
291,2024-09-15 23:21:50,33.45,Restaurants,UK,TRANSFER
291,2024-09-18 11:14:50,16.29,Restaurants,IT,CARD_PAYMENT
291,2024-09-25 17:01:50,16.29,Online Shopping,IT,TRANSFER
291,2024-10-08 10:34:50,16.56,Groceries,ES,TRANSFER
291,2024-10-04 22:39:50,69.83,Subscriptions,ES,TRANSFER
293,2024-05-13 19:29:40,25.26,Online Shopping,UK,ATM_WITHDRAWAL
293,2024-04-04 14:12:40,26.0,Online Shopping,UK,CARD_PAYMENT
293,2024-04-30 19:28:40,37.27,Subscriptions,IT,ATM_WITHDRAWAL
293,2024-04-20 06:40:40,23.18,Restaurants,UK,ATM_WITHDRAWAL
293,2024-02-14 23:15:40,17.19,Travel,IT,ATM_WITHDRAWAL
293,2024-03-03 04:10:40,17.85,Transport,DE,TRANSFER
293,2024-04-01 21:57:40,19.24,Subscriptions,UK,CARD_PAYMENT
293,2024-04-11 19:58:40,19.64,Restaurants,IT,CARD_PAYMENT
293,2024-02-29 01:40:40,31.08,Travel,AT,ATM_WITHDRAWAL
293,2024-03-15 19:57:40,20.72,Subscriptions,AT,ATM_WITHDRAWAL
293,2024-02-15 11:01:40,31.17,Subscriptions,UK,ATM_WITHDRAWAL
293,2024-05-08 06:58:40,19.14,Online Shopping,AT,CARD_PAYMENT
294,2024-10-23 14:32:22,21.06,Transport,AT,TRANSFER
294,2025-01-06 14:59:22,6.06,Groceries,AT,ATM_WITHDRAWAL
294,2025-01-07 16:53:22,34.81,Online Shopping,AT,CARD_PAYMENT
294,2024-12-12 12:49:22,24.73,Restaurants,FR,ATM_WITHDRAWAL
294,2024-12-20 07:14:22,36.55,Subscriptions,DE,TRANSFER
294,2024-11-12 03:42:22,3.53,Transport,ES,ATM_WITHDRAWAL
294,2024-12-19 18:39:22,70.32,Restaurants,UK,ATM_WITHDRAWAL
294,2024-12-13 04:47:22,18.47,Subscriptions,DE,ATM_WITHDRAWAL
294,2024-12-10 14:45:22,39.05,Travel,DE,CARD_PAYMENT
294,2024-11-15 07:11:22,10.76,Online Shopping,FR,TRANSFER
294,2024-10-20 20:19:22,29.01,Online Shopping,DE,TRANSFER
294,2024-12-13 01:49:22,10.68,Subscriptions,FR,ATM_WITHDRAWAL
294,2025-01-03 19:54:22,13.81,Restaurants,AT,CARD_PAYMENT
294,2024-10-21 04:36:22,63.33,Subscriptions,DE,TRANSFER
294,2024-12-01 02:09:22,17.91,Transport,DE,TRANSFER
294,2024-10-27 22:18:22,22.88,Online Shopping,ES,ATM_WITHDRAWAL
294,2024-11-12 07:55:22,33.85,Restaurants,IT,ATM_WITHDRAWAL
294,2025-01-02 16:06:22,27.04,Transport,AT,CARD_PAYMENT
294,2024-10-14 11:14:22,21.98,Subscriptions,IT,TRANSFER
295,2024-08-24 15:46:09,25.0,Groceries,UK,TRANSFER
295,2024-07-18 14:40:09,84.95,Transport,AT,TRANSFER
295,2024-06-04 09:10:09,19.4,Transport,UK,CARD_PAYMENT
295,2024-06-19 06:59:09,22.66,Groceries,FR,TRANSFER
295,2024-06-25 16:01:09,37.73,Subscriptions,IT,TRANSFER
295,2024-06-25 22:05:09,38.99,Transport,FR,TRANSFER
295,2024-06-28 03:06:09,40.94,Travel,IT,CARD_PAYMENT
295,2024-06-01 17:08:09,29.47,Groceries,AT,TRANSFER
295,2024-06-05 10:11:09,10.12,Groceries,ES,TRANSFER
295,2024-08-14 22:05:09,53.52,Groceries,ES,ATM_WITHDRAWAL
295,2024-08-05 17:58:09,10.1,Subscriptions,AT,ATM_WITHDRAWAL
295,2024-08-07 15:36:09,24.08,Restaurants,ES,TRANSFER
295,2024-06-30 01:32:09,12.77,Subscriptions,UK,CARD_PAYMENT
297,2024-05-21 11:54:30,19.33,Subscriptions,AT,TRANSFER
297,2024-05-26 16:16:30,24.47,Transport,IT,CARD_PAYMENT
297,2024-07-18 05:43:30,24.36,Online Shopping,FR,CARD_PAYMENT
297,2024-05-29 04:50:30,25.87,Online Shopping,DE,TRANSFER
297,2024-07-18 15:25:30,52.89,Travel,AT,CARD_PAYMENT
297,2024-05-15 13:36:30,26.37,Subscriptions,FR,TRANSFER
297,2024-05-06 02:29:30,17.35,Travel,UK,ATM_WITHDRAWAL
297,2024-07-25 23:20:30,35.82,Online Shopping,AT,ATM_WITHDRAWAL
297,2024-05-25 17:05:30,41.0,Groceries,AT,ATM_WITHDRAWAL
297,2024-07-24 09:18:30,9.62,Restaurants,IT,TRANSFER
297,2024-05-28 14:52:30,28.74,Travel,FR,ATM_WITHDRAWAL
297,2024-05-23 11:13:30,30.59,Online Shopping,ES,TRANSFER
297,2024-06-03 19:20:30,16.8,Groceries,ES,TRANSFER
297,2024-05-13 01:06:30,45.85,Restaurants,IT,ATM_WITHDRAWAL
297,2024-07-13 22:31:30,18.36,Online Shopping,FR,TRANSFER
297,2024-06-12 12:41:30,21.66,Groceries,IT,CARD_PAYMENT
297,2024-06-18 07:09:30,18.1,Online Shopping,FR,TRANSFER
297,2024-05-10 07:57:30,20.27,Online Shopping,FR,ATM_WITHDRAWAL
297,2024-05-14 13:02:30,10.4,Travel,ES,CARD_PAYMENT
297,2024-06-18 22:38:30,8.47,Online Shopping,ES,TRANSFER
301,2024-05-12 10:50:28,52.28,Online Shopping,FR,CARD_PAYMENT
301,2024-05-06 10:45:28,12.08,Restaurants,FR,ATM_WITHDRAWAL
301,2024-04-16 20:29:28,11.08,Travel,IT,TRANSFER
301,2024-02-23 00:47:28,5.52,Subscriptions,IT,CARD_PAYMENT
301,2024-04-19 03:18:28,13.69,Online Shopping,AT,ATM_WITHDRAWAL
301,2024-04-02 11:06:28,9.08,Restaurants,ES,TRANSFER
301,2024-05-09 04:24:28,53.8,Subscriptions,ES,TRANSFER
301,2024-02-21 21:09:28,36.81,Transport,ES,TRANSFER
301,2024-03-22 16:11:28,13.29,Travel,ES,CARD_PAYMENT
301,2024-03-09 16:22:28,77.59,Transport,ES,ATM_WITHDRAWAL
301,2024-04-22 21:12:28,36.2,Restaurants,FR,ATM_WITHDRAWAL
301,2024-05-08 22:15:28,16.53,Online Shopping,UK,CARD_PAYMENT
301,2024-05-01 11:44:28,4.48,Travel,UK,TRANSFER
306,2024-11-10 04:57:27,79.41,Groceries,FR,CARD_PAYMENT
308,2024-05-21 23:14:32,8.73,Travel,AT,CARD_PAYMENT
308,2024-05-23 04:50:32,7.48,Online Shopping,UK,CARD_PAYMENT
308,2024-05-16 11:00:32,37.1,Online Shopping,AT,TRANSFER
308,2024-03-23 03:20:32,86.82,Travel,FR,CARD_PAYMENT
308,2024-03-16 15:03:32,46.09,Transport,AT,CARD_PAYMENT
308,2024-05-24 23:05:32,28.17,Transport,UK,TRANSFER
308,2024-06-07 14:36:32,28.7,Restaurants,ES,ATM_WITHDRAWAL
308,2024-05-19 09:35:32,33.52,Transport,IT,ATM_WITHDRAWAL
308,2024-03-15 14:11:32,31.67,Restaurants,IT,CARD_PAYMENT
308,2024-03-27 12:56:32,23.78,Restaurants,AT,CARD_PAYMENT
308,2024-03-21 21:56:32,21.38,Transport,IT,CARD_PAYMENT
308,2024-03-17 14:47:32,19.35,Travel,FR,TRANSFER
308,2024-03-13 09:39:32,12.78,Transport,DE,TRANSFER
308,2024-03-11 06:31:32,16.97,Subscriptions,IT,TRANSFER
308,2024-04-21 21:54:32,7.27,Restaurants,DE,CARD_PAYMENT
308,2024-04-02 06:44:32,18.93,Travel,DE,CARD_PAYMENT
308,2024-05-29 11:57:32,11.1,Groceries,FR,CARD_PAYMENT
308,2024-03-13 17:16:32,10.36,Online Shopping,IT,CARD_PAYMENT
315,2024-05-10 03:54:48,22.37,Subscriptions,ES,ATM_WITHDRAWAL
315,2024-06-08 03:12:48,46.3,Online Shopping,IT,TRANSFER
315,2024-05-28 19:53:48,34.85,Subscriptions,UK,ATM_WITHDRAWAL
315,2024-07-19 22:11:48,7.83,Subscriptions,UK,ATM_WITHDRAWAL
315,2024-06-12 17:41:48,11.09,Travel,UK,ATM_WITHDRAWAL
315,2024-07-18 11:58:48,35.32,Transport,AT,TRANSFER
315,2024-06-10 13:34:48,11.14,Online Shopping,DE,ATM_WITHDRAWAL
315,2024-07-14 05:25:48,17.55,Transport,UK,CARD_PAYMENT
315,2024-05-25 06:19:48,27.94,Subscriptions,AT,ATM_WITHDRAWAL
315,2024-06-10 17:25:48,11.23,Online Shopping,ES,TRANSFER
315,2024-07-16 09:20:48,21.4,Transport,ES,CARD_PAYMENT
315,2024-07-17 04:11:48,9.02,Travel,DE,ATM_WITHDRAWAL
315,2024-07-03 02:51:48,14.0,Subscriptions,UK,TRANSFER
315,2024-07-02 09:41:48,24.33,Subscriptions,DE,ATM_WITHDRAWAL
316,2024-05-05 03:08:23,7.72,Transport,DE,CARD_PAYMENT
316,2024-03-31 08:05:23,26.16,Online Shopping,FR,ATM_WITHDRAWAL
316,2024-06-03 01:32:23,19.85,Groceries,ES,TRANSFER
316,2024-05-03 17:47:23,27.98,Restaurants,IT,ATM_WITHDRAWAL
316,2024-06-14 04:36:23,22.97,Restaurants,IT,TRANSFER
316,2024-04-28 19:43:23,45.54,Restaurants,IT,ATM_WITHDRAWAL
316,2024-06-12 09:02:23,21.65,Transport,ES,CARD_PAYMENT
316,2024-05-11 10:16:23,15.52,Subscriptions,UK,ATM_WITHDRAWAL
316,2024-04-03 21:47:23,21.61,Subscriptions,AT,TRANSFER
316,2024-04-19 03:37:23,27.83,Transport,FR,ATM_WITHDRAWAL
316,2024-04-17 09:44:23,20.68,Groceries,FR,CARD_PAYMENT
316,2024-05-01 15:20:23,20.58,Travel,DE,TRANSFER
316,2024-04-02 09:15:23,13.18,Online Shopping,FR,CARD_PAYMENT
319,2024-08-22 11:22:59,13.49,Subscriptions,AT,CARD_PAYMENT
319,2024-08-07 14:53:59,8.66,Groceries,FR,CARD_PAYMENT
319,2024-07-10 09:00:59,57.38,Transport,AT,ATM_WITHDRAWAL
319,2024-06-02 13:00:59,9.52,Restaurants,IT,TRANSFER
319,2024-08-17 14:04:59,13.25,Transport,UK,CARD_PAYMENT
319,2024-08-20 20:13:59,13.05,Travel,AT,ATM_WITHDRAWAL
319,2024-06-24 01:38:59,34.36,Restaurants,AT,CARD_PAYMENT
319,2024-07-27 10:16:59,16.83,Transport,IT,TRANSFER
319,2024-08-23 13:16:59,42.46,Restaurants,DE,ATM_WITHDRAWAL
319,2024-08-16 01:12:59,13.41,Restaurants,AT,TRANSFER
319,2024-06-09 17:43:59,23.75,Restaurants,DE,TRANSFER
319,2024-07-13 09:34:59,12.17,Groceries,UK,CARD_PAYMENT
320,2024-12-16 05:29:39,72.75,Travel,FR,TRANSFER
320,2024-12-31 06:39:39,9.85,Subscriptions,UK,CARD_PAYMENT
320,2025-02-09 02:08:39,24.19,Travel,UK,ATM_WITHDRAWAL
320,2024-12-11 18:26:39,29.38,Restaurants,ES,TRANSFER
320,2025-02-07 12:20:39,25.75,Transport,UK,ATM_WITHDRAWAL
320,2024-11-23 09:15:39,17.97,Subscriptions,FR,CARD_PAYMENT
320,2025-01-29 21:45:39,18.58,Groceries,ES,CARD_PAYMENT
320,2024-12-24 03:36:39,20.62,Groceries,FR,TRANSFER
320,2024-12-21 12:08:39,18.39,Transport,UK,TRANSFER
320,2024-12-11 23:54:39,35.81,Online Shopping,IT,CARD_PAYMENT
320,2025-01-05 05:01:39,75.66,Online Shopping,DE,TRANSFER
320,2024-11-26 14:35:39,14.38,Online Shopping,DE,CARD_PAYMENT
320,2025-01-08 08:56:39,8.83,Online Shopping,AT,CARD_PAYMENT
320,2024-11-24 23:11:39,19.05,Transport,FR,ATM_WITHDRAWAL
